year,vintage,type,dwellings
1986,2016-2020,row,0.0
1986,2021-2025,row,0.0
1981,total,row,
1981,<1945,row,
1981,<1920,row,
1981,1921-1945,row,
1981,1946-1970,row,0.0
1981,1946-1960,row,
1981,1961-1970,row,
1981,1971-1980,row,
1981,1971-1975,row,
1981,1976-1980,row,
1981,1981-1985,row,
1981,1981-1990,row,0.0
1981,1991-1995,row,0.0
1981,1996-2000,row,0.0
1981,2001-2005,row,0.0
1981,2006-2010,row,0.0
1981,2011-2015,row,0.0
1981,2016-2020,row,0.0
1981,2021-2025,row,0.0
2001,total,row,80120.0
2001,<1945,row,
2001,<1920,row,
2001,1921-1945,row,
2001,1946-1970,row,0.0
2001,1946-1960,row,
2001,1961-1970,row,
2001,1971-1985,row,0.0
2001,1971-1980,row,
2001,1981-1985,row,
2001,1986 +,row,0.0
2001,1986-1990,row,
2001,1991-1995,row,
2001,1996-2000,row,
2001,2001-2005,row,
2001,1981-1990,row,0.0
2001,2006-2010,row,0.0
2001,2011-2015,row,0.0
2001,2016-2020,row,0.0
2001,2021-2025,row,0.0
1991,total,semi_detached,116250.0
1991,<1945,semi_detached,
1991,<1920,semi_detached,
1991,1921-1945,semi_detached,
1991,1946-1970,semi_detached,
1991,1946-1960,semi_detached,
1991,1961-1970,semi_detached,
1991,1971-1985,semi_detached,
1991,1971-1980,semi_detached,
1991,1981-1985,semi_detached,
1991,1986 +,semi_detached,
1991,1986-1990,semi_detached,
1991,1991(1),semi_detached,
1991,1981-1990,semi_detached,0.0
1991,1991-1995,semi_detached,0.0
1991,1996-2000,semi_detached,0.0
1991,2001-2005,semi_detached,0.0
1991,2006-2010,semi_detached,0.0
1991,2011-2015,semi_detached,0.0
1991,2016-2020,semi_detached,0.0
1991,2021-2025,semi_detached,0.0
2006,total,semi_detached,156200.0
2006,<1920,semi_detached,8275.0
2006,1921-1945,semi_detached,8485.0
2006,1946-1960,semi_detached,19030.0
2006,1961-1970,semi_detached,13485.0
2006,1971-1980,semi_detached,30610.0
2006,1981-1985,semi_detached,16365.0
2006,1986-1990,semi_detached,14945.0
2006,1991-1995,semi_detached,20010.0
2006,1996-2000,semi_detached,11865.0
2006,2001-2005,semi_detached,12125.0
2006,2006-2010,semi_detached,1010.0
2006,1981-1990,semi_detached,31310.0
2006,2011-2015,semi_detached,0.0
2006,2016-2020,semi_detached,0.0
2006,2021-2025,semi_detached,0.0
2021,total,semi_detached,200495.0
2021,<1920,semi_detached,7970.0
2021,1921-1945,semi_detached,7275.0
2021,1946-1960,semi_detached,17830.0
2021,1961-1970,semi_detached,13430.0
2021,1971-1980,semi_detached,31500.0
2021,1981-1990,semi_detached,30290.0
2021,1991-1995,semi_detached,19530.0
2021,1996-2000,semi_detached,12045.0
2021,2001-2005,semi_detached,11850.0
2021,2006-2010,semi_detached,18240.0
2021,2011-2015,semi_detached,18625.0
2021,2016-2020,semi_detached,10994.0
2021,2021-2025,semi_detached,916.0
1961,total,semi_detached,
1961,<1945,semi_detached,0.0
1961,<1920,semi_detached,
1961,1921-1945,semi_detached,
1961,1946-1960,semi_detached,0.0
1961,1946-1959,semi_detached,
1961,1960-1960,semi_detached,
1961,1961-1965,semi_detached,
1961,1961-1970,semi_detached,0.0
1961,1971-1980,semi_detached,0.0
1961,1981-1990,semi_detached,0.0
1961,1991-1995,semi_detached,0.0
1961,1996-2000,semi_detached,0.0
1961,2001-2005,semi_detached,0.0
1961,2006-2010,semi_detached,0.0
1961,2011-2015,semi_detached,0.0
1961,2016-2020,semi_detached,0.0
1961,2021-2025,semi_detached,0.0
2016,total,semi_detached,190050.0
2016,<1920,semi_detached,7925.0
2016,1921-1945,semi_detached,7535.0
2016,1946-1960,semi_detached,18070.0
2016,1961-1970,semi_detached,13190.0
2016,1971-1980,semi_detached,31475.0
2016,1981-1990,semi_detached,30030.0
2016,1991-1995,semi_detached,19770.0
2016,1996-2000,semi_detached,12135.0
2016,2001-2005,semi_detached,12285.0
2016,2006-2010,semi_detached,19120.0
2016,2011-2015,semi_detached,17082.0
2016,2016-2020,semi_detached,1423.0
2016,2021-2025,semi_detached,0.0
2011,total,semi_detached,175805.0
2011,<1920,semi_detached,8530.0
2011,1921-1945,semi_detached,7995.0
2011,1946-1960,semi_detached,18770.0
2011,1961-1970,semi_detached,13845.0
2011,1971-1980,semi_detached,31040.0
2011,1981-1990,semi_detached,32125.0
2011,1991-1995,semi_detached,19055.0
2011,1996-2000,semi_detached,12820.0
2011,2001-2005,semi_detached,13050.0
2011,2006-2010,semi_detached,17147.0
2011,2011-2015,semi_detached,1428.0
2011,2016-2020,semi_detached,0.0
2011,2021-2025,semi_detached,0.0
1996,total,semi_detached,130435.0
1996,<1945,semi_detached,
1996,<1920,semi_detached,
1996,1921-1945,semi_detached,
1996,1946-1970,semi_detached,
1996,1946-1960,semi_detached,
1996,1961-1970,semi_detached,
1996,1971-1985,semi_detached,
1996,1971-1980,semi_detached,
1996,1981-1985,semi_detached,
1996,1986 +,semi_detached,
1996,1986-1990,semi_detached,
1996,1991-1995,semi_detached,
1996,1996(1),semi_detached,
1996,1981-1990,semi_detached,0.0
1996,1996-2000,semi_detached,0.0
1996,2001-2005,semi_detached,0.0
1996,2006-2010,semi_detached,0.0
1996,2011-2015,semi_detached,0.0
1996,2016-2020,semi_detached,0.0
1996,2021-2025,semi_detached,0.0
1971,total,semi_detached,
1971,<1945,semi_detached,0.0
1971,<1920,semi_detached,
1971,1921-1945,semi_detached,
1971,1946-1970,semi_detached,0.0
1971,1946-1960,semi_detached,
1971,1961-1965,semi_detached,
1971,1966-1969,semi_detached,
1971,1970-1970,semi_detached,
1971,1971-1975,semi_detached,
1971,1961-1970,semi_detached,0.0
1971,1971-1980,semi_detached,0.0
1971,1981-1990,semi_detached,0.0
1971,1991-1995,semi_detached,0.0
1971,1996-2000,semi_detached,0.0
1971,2001-2005,semi_detached,0.0
1971,2006-2010,semi_detached,0.0
1971,2011-2015,semi_detached,0.0
1971,2016-2020,semi_detached,0.0
1971,2021-2025,semi_detached,0.0
1986,total,semi_detached,
1986,<1945,semi_detached,0.0
1986,<1920,semi_detached,
1986,1921-1945,semi_detached,
1986,1946-1970,semi_detached,0.0
1986,1946-1960,semi_detached,
1986,1961-1970,semi_detached,
1986,1971-1985,semi_detached,0.0
1986,1971-1975,semi_detached,
1986,1976-1980,semi_detached,
1986,1981-1985,semi_detached,
1986,1986 +,semi_detached,0.0
1986,1986-1990,semi_detached,0.0
1986,1986(1),semi_detached,
1986,1971-1980,semi_detached,0.0
1986,1981-1990,semi_detached,0.0
1986,1991-1995,semi_detached,0.0
1986,1996-2000,semi_detached,0.0
1986,2001-2005,semi_detached,0.0
1986,2006-2010,semi_detached,0.0
1986,2011-2015,semi_detached,0.0
1986,2016-2020,semi_detached,0.0
1986,2021-2025,semi_detached,0.0
1981,total,semi_detached,
1981,<1945,semi_detached,
1981,<1920,semi_detached,
1981,1921-1945,semi_detached,
1981,1946-1970,semi_detached,0.0
1981,1946-1960,semi_detached,
1981,1961-1970,semi_detached,
1981,1971-1980,semi_detached,
1981,1971-1975,semi_detached,
1981,1976-1980,semi_detached,
1981,1981-1985,semi_detached,
1981,1981-1990,semi_detached,0.0
1981,1991-1995,semi_detached,0.0
1981,1996-2000,semi_detached,0.0
1981,2001-2005,semi_detached,0.0
1981,2006-2010,semi_detached,0.0
1981,2011-2015,semi_detached,0.0
1981,2016-2020,semi_detached,0.0
1981,2021-2025,semi_detached,0.0
2001,total,semi_detached,146455.0
2001,<1945,semi_detached,
2001,<1920,semi_detached,
2001,1921-1945,semi_detached,
2001,1946-1970,semi_detached,0.0
2001,1946-1960,semi_detached,
2001,1961-1970,semi_detached,
2001,1971-1985,semi_detached,0.0
2001,1971-1980,semi_detached,
2001,1981-1985,semi_detached,
2001,1986 +,semi_detached,0.0
2001,1986-1990,semi_detached,
2001,1991-1995,semi_detached,
2001,1996-2000,semi_detached,
2001,2001-2005,semi_detached,
2001,1981-1990,semi_detached,0.0
2001,2006-2010,semi_detached,0.0
2001,2011-2015,semi_detached,0.0
2001,2016-2020,semi_detached,0.0
2001,2021-2025,semi_detached,0.0
